timestamp,cell,variable,source,value,scenario
2018-01-26,CellId: 4719df0000000000,temperature,ERA5,1.339813232421875,cross-source-poland-meteo
2018-01-27,CellId: 4719df0000000000,temperature,ERA5,1.43792724609375,cross-source-poland-meteo
2018-01-28,CellId: 4719df0000000000,temperature,ERA5,4.15570068359375,cross-source-poland-meteo
2018-01-29,CellId: 4719df0000000000,temperature,ERA5,7.8238525390625,cross-source-poland-meteo
2018-01-30,CellId: 4719df0000000000,temperature,ERA5,4.2342529296875,cross-source-poland-meteo
2018-01-31,CellId: 4719df0000000000,temperature,ERA5,3.0772705078125,cross-source-poland-meteo
2018-01-01,CellId: 4719eb0000000000,temperature,ERA5,6.12811279296875,cross-source-poland-meteo
2018-01-02,CellId: 4719eb0000000000,temperature,ERA5,1.57891845703125,cross-source-poland-meteo
2018-01-03,CellId: 4719eb0000000000,temperature,ERA5,3.061798095703125,cross-source-poland-meteo
2018-01-04,CellId: 4719eb0000000000,temperature,ERA5,4.890625,cross-source-poland-meteo
2018-01-05,CellId: 4719eb0000000000,temperature,ERA5,6.321807861328125,cross-source-poland-meteo
2018-01-06,CellId: 4719eb0000000000,temperature,ERA5,6.28900146484375,cross-source-poland-meteo
2018-01-07,CellId: 4719eb0000000000,temperature,ERA5,2.72021484375,cross-source-poland-meteo
2018-01-08,CellId: 4719eb0000000000,temperature,ERA5,-2.72900390625,cross-source-poland-meteo
2018-01-09,CellId: 4719eb0000000000,temperature,ERA5,-0.9183349609375,cross-source-poland-meteo
2018-01-10,CellId: 4719eb0000000000,temperature,ERA5,1.849273681640625,cross-source-poland-meteo
2018-01-11,CellId: 4719eb0000000000,temperature,ERA5,0.481170654296875,cross-source-poland-meteo
2018-01-12,CellId: 4719eb0000000000,temperature,ERA5,-1.0400390625,cross-source-poland-meteo
2018-01-13,CellId: 4719eb0000000000,temperature,ERA5,-1.89495849609375,cross-source-poland-meteo
2018-01-14,CellId: 4719eb0000000000,temperature,ERA5,-5.209808349609375,cross-source-poland-meteo
2018-01-15,CellId: 4719eb0000000000,temperature,ERA5,-6.6773681640625,cross-source-poland-meteo
2018-01-16,CellId: 4719eb0000000000,temperature,ERA5,-3.718994140625,cross-source-poland-meteo
2018-01-17,CellId: 4719eb0000000000,temperature,ERA5,0.40802001953125,cross-source-poland-meteo
2018-01-18,CellId: 4719eb0000000000,temperature,ERA5,0.77362060546875,cross-source-poland-meteo
2018-01-19,CellId: 4719eb0000000000,temperature,ERA5,0.51177978515625,cross-source-poland-meteo
2018-01-20,CellId: 4719eb0000000000,temperature,ERA5,-1.800079345703125,cross-source-poland-meteo
2018-01-21,CellId: 4719eb0000000000,temperature,ERA5,-4.50677490234375,cross-source-poland-meteo
2018-01-22,CellId: 4719eb0000000000,temperature,ERA5,-3.32550048828125,cross-source-poland-meteo
2018-01-23,CellId: 4719eb0000000000,temperature,ERA5,-4.6124267578125,cross-source-poland-meteo
2018-01-24,CellId: 4719eb0000000000,temperature,ERA5,1.333282470703125,cross-source-poland-meteo
2018-01-25,CellId: 4719eb0000000000,temperature,ERA5,3.95184326171875,cross-source-poland-meteo
2018-01-26,CellId: 4719eb0000000000,temperature,ERA5,1.699432373046875,cross-source-poland-meteo
2018-01-27,CellId: 4719eb0000000000,temperature,ERA5,1.43548583984375,cross-source-poland-meteo
2018-01-28,CellId: 4719eb0000000000,temperature,ERA5,4.09759521484375,cross-source-poland-meteo
2018-01-29,CellId: 4719eb0000000000,temperature,ERA5,7.92352294921875,cross-source-poland-meteo
2018-01-30,CellId: 4719eb0000000000,temperature,ERA5,4.2225341796875,cross-source-poland-meteo
2018-01-31,CellId: 4719eb0000000000,temperature,ERA5,3.05096435546875,cross-source-poland-meteo
2018-01-01,CellId: 4719f10000000000,temperature,ERA5,6.12371826171875,cross-source-poland-meteo
2018-01-02,CellId: 4719f10000000000,temperature,ERA5,1.94024658203125,cross-source-poland-meteo
2018-01-03,CellId: 4719f10000000000,temperature,ERA5,3.0953369140625,cross-source-poland-meteo
2018-01-04,CellId: 4719f10000000000,temperature,ERA5,5.019866943359375,cross-source-poland-meteo
2018-01-05,CellId: 4719f10000000000,temperature,ERA5,6.4991455078125,cross-source-poland-meteo
2018-01-06,CellId: 4719f10000000000,temperature,ERA5,6.250579833984375,cross-source-poland-meteo
2018-01-07,CellId: 4719f10000000000,temperature,ERA5,2.75732421875,cross-source-poland-meteo
2018-01-08,CellId: 4719f10000000000,temperature,ERA5,-2.61907958984375,cross-source-poland-meteo
2018-01-09,CellId: 4719f10000000000,temperature,ERA5,-0.871124267578125,cross-source-poland-meteo
2018-01-10,CellId: 4719f10000000000,temperature,ERA5,1.73004150390625,cross-source-poland-meteo
2018-01-11,CellId: 4719f10000000000,temperature,ERA5,0.6146240234375,cross-source-poland-meteo
2018-01-12,CellId: 4719f10000000000,temperature,ERA5,-0.89031982421875,cross-source-poland-meteo
2018-01-13,CellId: 4719f10000000000,temperature,ERA5,-1.834503173828125,cross-source-poland-meteo
2018-01-14,CellId: 4719f10000000000,temperature,ERA5,-5.122802734375,cross-source-poland-meteo
2018-01-15,CellId: 4719f10000000000,temperature,ERA5,-6.49407958984375,cross-source-poland-meteo
2018-01-16,CellId: 4719f10000000000,temperature,ERA5,-3.32666015625,cross-source-poland-meteo
2018-01-17,CellId: 4719f10000000000,temperature,ERA5,0.497711181640625,cross-source-poland-meteo
2018-01-18,CellId: 4719f10000000000,temperature,ERA5,0.877227783203125,cross-source-poland-meteo
2018-01-19,CellId: 4719f10000000000,temperature,ERA5,0.54913330078125,cross-source-poland-meteo
2018-01-20,CellId: 4719f10000000000,temperature,ERA5,-1.811065673828125,cross-source-poland-meteo
2018-01-21,CellId: 4719f10000000000,temperature,ERA5,-4.67236328125,cross-source-poland-meteo
2018-01-22,CellId: 4719f10000000000,temperature,ERA5,-3.30621337890625,cross-source-poland-meteo
2018-01-23,CellId: 4719f10000000000,temperature,ERA5,-4.42071533203125,cross-source-poland-meteo
2018-01-24,CellId: 4719f10000000000,temperature,ERA5,1.58465576171875,cross-source-poland-meteo
2018-01-25,CellId: 4719f10000000000,temperature,ERA5,3.9993896484375,cross-source-poland-meteo
2018-01-26,CellId: 4719f10000000000,temperature,ERA5,2.00933837890625,cross-source-poland-meteo
2018-01-27,CellId: 4719f10000000000,temperature,ERA5,1.7130126953125,cross-source-poland-meteo
2018-01-28,CellId: 4719f10000000000,temperature,ERA5,4.29559326171875,cross-source-poland-meteo
2018-01-29,CellId: 4719f10000000000,temperature,ERA5,8.0521240234375,cross-source-poland-meteo
2018-01-30,CellId: 4719f10000000000,temperature,ERA5,4.23956298828125,cross-source-poland-meteo
2018-01-31,CellId: 4719f10000000000,temperature,ERA5,3.0062255859375,cross-source-poland-meteo
2018-01-01,CellId: 471a0f0000000000,temperature,ERA5,6.19482421875,cross-source-poland-meteo
2018-01-02,CellId: 471a0f0000000000,temperature,ERA5,2.48101806640625,cross-source-poland-meteo
2018-01-03,CellId: 471a0f0000000000,temperature,ERA5,3.126007080078125,cross-source-poland-meteo
2018-01-04,CellId: 471a0f0000000000,temperature,ERA5,5.305023193359375,cross-source-poland-meteo
2018-01-05,CellId: 471a0f0000000000,temperature,ERA5,6.79827880859375,cross-source-poland-meteo
2018-01-06,CellId: 471a0f0000000000,temperature,ERA5,6.3388671875,cross-source-poland-meteo
2018-01-07,CellId: 471a0f0000000000,temperature,ERA5,2.879150390625,cross-source-poland-meteo
2018-01-08,CellId: 471a0f0000000000,temperature,ERA5,-2.25042724609375,cross-source-poland-meteo
2018-01-09,CellId: 471a0f0000000000,temperature,ERA5,-0.601837158203125,cross-source-poland-meteo
2018-01-10,CellId: 471a0f0000000000,temperature,ERA5,1.67236328125,cross-source-poland-meteo
2018-01-11,CellId: 471a0f0000000000,temperature,ERA5,0.891326904296875,cross-source-poland-meteo
2018-01-12,CellId: 471a0f0000000000,temperature,ERA5,-0.48016357421875,cross-source-poland-meteo
2018-01-13,CellId: 471a0f0000000000,temperature,ERA5,-1.616485595703125,cross-source-poland-meteo
2018-01-14,CellId: 471a0f0000000000,temperature,ERA5,-4.841064453125,cross-source-poland-meteo
2018-01-15,CellId: 471a0f0000000000,temperature,ERA5,-5.891387939453125,cross-source-poland-meteo
2018-01-16,CellId: 471a0f0000000000,temperature,ERA5,-2.14508056640625,cross-source-poland-meteo
2018-01-17,CellId: 471a0f0000000000,temperature,ERA5,0.824615478515625,cross-source-poland-meteo
2018-01-18,CellId: 471a0f0000000000,temperature,ERA5,1.15350341796875,cross-source-poland-meteo
2018-01-19,CellId: 471a0f0000000000,temperature,ERA5,0.713104248046875,cross-source-poland-meteo
2018-01-20,CellId: 471a0f0000000000,temperature,ERA5,-1.543487548828125,cross-source-poland-meteo
2018-01-21,CellId: 471a0f0000000000,temperature,ERA5,-4.072113037109375,cross-source-poland-meteo
2018-01-22,CellId: 471a0f0000000000,temperature,ERA5,-3.058319091796875,cross-source-poland-meteo
2018-01-23,CellId: 471a0f0000000000,temperature,ERA5,-3.52471923828125,cross-source-poland-meteo
2018-01-24,CellId: 471a0f0000000000,temperature,ERA5,2.0631103515625,cross-source-poland-meteo
2018-01-25,CellId: 471a0f0000000000,temperature,ERA5,4.2762451171875,cross-source-poland-meteo
2018-01-26,CellId: 471a0f0000000000,temperature,ERA5,2.3299560546875,cross-source-poland-meteo
2018-01-27,CellId: 471a0f0000000000,temperature,ERA5,2.483184814453125,cross-source-poland-meteo
2018-01-28,CellId: 471a0f0000000000,temperature,ERA5,4.7381591796875,cross-source-poland-meteo
2018-01-29,CellId: 471a0f0000000000,temperature,ERA5,8.332550048828125,cross-source-poland-meteo
2018-01-30,CellId: 471a0f0000000000,temperature,ERA5,4.317596435546875,cross-source-poland-meteo
2018-01-31,CellId: 471a0f0000000000,temperature,ERA5,2.959503173828125,cross-source-poland-meteo
2018-01-01,CellId: 471a1d0000000000,temperature,ERA5,6.139404296875,cross-source-poland-meteo
2018-01-02,CellId: 471a1d0000000000,temperature,ERA5,2.231109619140625,cross-source-poland-meteo
2018-01-03,CellId: 471a1d0000000000,temperature,ERA5,3.1173095703125,cross-source-poland-meteo
2018-01-04,CellId: 471a1d0000000000,temperature,ERA5,5.15087890625,cross-source-poland-meteo
2018-01-05,CellId: 471a1d0000000000,temperature,ERA5,6.65863037109375,cross-source-poland-meteo
2018-01-06,CellId: 471a1d0000000000,temperature,ERA5,6.256591796875,cross-source-poland-meteo
2018-01-07,CellId: 471a1d0000000000,temperature,ERA5,2.814117431640625,cross-source-poland-meteo
2018-01-08,CellId: 471a1d0000000000,temperature,ERA5,-2.460693359375,cross-source-poland-meteo
2018-01-09,CellId: 471a1d0000000000,temperature,ERA5,-0.7786865234375,cross-source-poland-meteo
2018-01-10,CellId: 471a1d0000000000,temperature,ERA5,1.66632080078125,cross-source-poland-meteo
2018-01-11,CellId: 471a1d0000000000,temperature,ERA5,0.7569580078125,cross-source-poland-meteo
2018-01-12,CellId: 471a1d0000000000,temperature,ERA5,-0.708740234375,cross-source-poland-meteo
2018-01-13,CellId: 471a1d0000000000,temperature,ERA5,-1.7415771484375,cross-source-poland-meteo
2018-01-14,CellId: 471a1d0000000000,temperature,ERA5,-5.00189208984375,cross-source-poland-meteo
2018-01-15,CellId: 471a1d0000000000,temperature,ERA5,-6.25994873046875,cross-source-poland-meteo
2018-01-16,CellId: 471a1d0000000000,temperature,ERA5,-2.84747314453125,cross-source-poland-meteo
2018-01-17,CellId: 471a1d0000000000,temperature,ERA5,0.61553955078125,cross-source-poland-meteo
2018-01-18,CellId: 471a1d0000000000,temperature,ERA5,0.992462158203125,cross-source-poland-meteo
2018-01-19,CellId: 471a1d0000000000,temperature,ERA5,0.60260009765625,cross-source-poland-meteo
2018-01-20,CellId: 471a1d0000000000,temperature,ERA5,-1.78582763671875,cross-source-poland-meteo
2018-01-21,CellId: 471a1d0000000000,temperature,ERA5,-4.62860107421875,cross-source-poland-meteo
2018-01-22,CellId: 471a1d0000000000,temperature,ERA5,-3.2510986328125,cross-source-poland-meteo
2018-01-23,CellId: 471a1d0000000000,temperature,ERA5,-4.14410400390625,cross-source-poland-meteo
2018-01-24,CellId: 471a1d0000000000,temperature,ERA5,1.811798095703125,cross-source-poland-meteo
2018-01-25,CellId: 471a1d0000000000,temperature,ERA5,4.07025146484375,cross-source-poland-meteo
2018-01-26,CellId: 471a1d0000000000,temperature,ERA5,2.2000732421875,cross-source-poland-meteo
2018-01-27,CellId: 471a1d0000000000,temperature,ERA5,2.035186767578125,cross-source-poland-meteo
2018-01-28,CellId: 471a1d0000000000,temperature,ERA5,4.5008544921875,cross-source-poland-meteo
2018-01-29,CellId: 471a1d0000000000,temperature,ERA5,8.184356689453125,cross-source-poland-meteo
2018-01-30,CellId: 471a1d0000000000,temperature,ERA5,4.2611083984375,cross-source-poland-meteo
2018-01-31,CellId: 471a1d0000000000,temperature,ERA5,2.96820068359375,cross-source-poland-meteo
2018-01-01,CellId: 471a250000000000,temperature,ERA5,6.311767578125,cross-source-poland-meteo
2018-01-02,CellId: 471a250000000000,temperature,ERA5,1.98687744140625,cross-source-poland-meteo
2018-01-03,CellId: 471a250000000000,temperature,ERA5,2.9554443359375,cross-source-poland-meteo
2018-01-04,CellId: 471a250000000000,temperature,ERA5,5.086029052734375,cross-source-poland-meteo
2018-01-05,CellId: 471a250000000000,temperature,ERA5,6.49652099609375,cross-source-poland-meteo
2018-01-06,CellId: 471a250000000000,temperature,ERA5,5.83270263671875,cross-source-poland-meteo
2018-01-07,CellId: 471a250000000000,temperature,ERA5,2.185699462890625,cross-source-poland-meteo
2018-01-08,CellId: 471a250000000000,temperature,ERA5,-2.90911865234375,cross-source-poland-meteo
2018-01-09,CellId: 471a250000000000,temperature,ERA5,-0.91326904296875,cross-source-poland-meteo
2018-01-10,CellId: 471a250000000000,temperature,ERA5,1.16241455078125,cross-source-poland-meteo
2018-01-11,CellId: 471a250000000000,temperature,ERA5,0.26153564453125,cross-source-poland-meteo
2018-01-12,CellId: 471a250000000000,temperature,ERA5,-1.137939453125,cross-source-poland-meteo
2018-01-13,CellId: 471a250000000000,temperature,ERA5,-1.91546630859375,cross-source-poland-meteo
2018-01-14,CellId: 471a250000000000,temperature,ERA5,-5.03216552734375,cross-source-poland-meteo
2018-01-15,CellId: 471a250000000000,temperature,ERA5,-6.32244873046875,cross-source-poland-meteo
2018-01-16,CellId: 471a250000000000,temperature,ERA5,-3.18804931640625,cross-source-poland-meteo
2018-01-17,CellId: 471a250000000000,temperature,ERA5,0.44952392578125,cross-source-poland-meteo
2018-01-18,CellId: 471a250000000000,temperature,ERA5,0.793487548828125,cross-source-poland-meteo
2018-01-19,CellId: 471a250000000000,temperature,ERA5,0.51446533203125,cross-source-poland-meteo
2018-01-20,CellId: 471a250000000000,temperature,ERA5,-1.89129638671875,cross-source-poland-meteo
2018-01-21,CellId: 471a250000000000,temperature,ERA5,-4.839691162109375,cross-source-poland-meteo
2018-01-22,CellId: 471a250000000000,temperature,ERA5,-3.5323486328125,cross-source-poland-meteo
2018-01-23,CellId: 471a250000000000,temperature,ERA5,-4.64410400390625,cross-source-poland-meteo
2018-01-24,CellId: 471a250000000000,temperature,ERA5,1.4407958984375,cross-source-poland-meteo
2018-01-25,CellId: 471a250000000000,temperature,ERA5,3.74871826171875,cross-source-poland-meteo
2018-01-26,CellId: 471a250000000000,temperature,ERA5,2.05157470703125,cross-source-poland-meteo
2018-01-27,CellId: 471a250000000000,temperature,ERA5,2.11639404296875,cross-source-poland-meteo
2018-01-28,CellId: 471a250000000000,temperature,ERA5,4.32293701171875,cross-source-poland-meteo
2018-01-29,CellId: 471a250000000000,temperature,ERA5,7.98138427734375,cross-source-poland-meteo
2018-01-30,CellId: 471a250000000000,temperature,ERA5,4.02935791015625,cross-source-poland-meteo
2018-01-31,CellId: 471a250000000000,temperature,ERA5,2.81878662109375,cross-source-poland-meteo
2018-01-01,CellId: 471a350000000000,temperature,ERA5,6.63787841796875,cross-source-poland-meteo
2018-01-02,CellId: 471a350000000000,temperature,ERA5,1.97216796875,cross-source-poland-meteo
2018-01-03,CellId: 471a350000000000,temperature,ERA5,3.0037841796875,cross-source-poland-meteo
2018-01-04,CellId: 471a350000000000,temperature,ERA5,5.264251708984375,cross-source-poland-meteo
2018-01-05,CellId: 471a350000000000,temperature,ERA5,6.5584716796875,cross-source-poland-meteo
2018-01-06,CellId: 471a350000000000,temperature,ERA5,5.404052734375,cross-source-poland-meteo
2018-01-07,CellId: 471a350000000000,temperature,ERA5,1.567626953125,cross-source-poland-meteo
2018-01-08,CellId: 471a350000000000,temperature,ERA5,-3.529388427734375,cross-source-poland-meteo
2018-01-09,CellId: 471a350000000000,temperature,ERA5,-1.071807861328125,cross-source-poland-meteo
2018-01-10,CellId: 471a350000000000,temperature,ERA5,0.77392578125,cross-source-poland-meteo
2018-01-11,CellId: 471a350000000000,temperature,ERA5,-0.03607177734375,cross-source-poland-meteo
2018-01-12,CellId: 471a350000000000,temperature,ERA5,-1.3125,cross-source-poland-meteo
2018-01-13,CellId: 471a350000000000,temperature,ERA5,-1.923858642578125,cross-source-poland-meteo
2018-01-14,CellId: 471a350000000000,temperature,ERA5,-4.955902099609375,cross-source-poland-meteo
2018-01-15,CellId: 471a350000000000,temperature,ERA5,-6.3143310546875,cross-source-poland-meteo
2018-01-16,CellId: 471a350000000000,temperature,ERA5,-3.31622314453125,cross-source-poland-meteo
2018-01-17,CellId: 471a350000000000,temperature,ERA5,0.399078369140625,cross-source-poland-meteo
2018-01-18,CellId: 471a350000000000,temperature,ERA5,0.75262451171875,cross-source-poland-meteo
2018-01-19,CellId: 471a350000000000,temperature,ERA5,0.486785888671875,cross-source-poland-meteo
2018-01-20,CellId: 471a350000000000,temperature,ERA5,-1.312530517578125,cross-source-poland-meteo
2018-01-21,CellId: 471a350000000000,temperature,ERA5,-4.18817138671875,cross-source-poland-meteo
2018-01-22,CellId: 471a350000000000,temperature,ERA5,-3.6619873046875,cross-source-poland-meteo
2018-01-23,CellId: 471a350000000000,temperature,ERA5,-4.861053466796875,cross-source-poland-meteo
2018-01-24,CellId: 471a350000000000,temperature,ERA5,1.350860595703125,cross-source-poland-meteo
2018-01-25,CellId: 471a350000000000,temperature,ERA5,3.85296630859375,cross-source-poland-meteo
2018-01-26,CellId: 471a350000000000,temperature,ERA5,2.06011962890625,cross-source-poland-meteo
2018-01-27,CellId: 471a350000000000,temperature,ERA5,2.363311767578125,cross-source-poland-meteo
2018-01-28,CellId: 471a350000000000,temperature,ERA5,4.402618408203125,cross-source-poland-meteo
2018-01-29,CellId: 471a350000000000,temperature,ERA5,7.9412841796875,cross-source-poland-meteo
2018-01-30,CellId: 471a350000000000,temperature,ERA5,3.9683837890625,cross-source-poland-meteo
2018-01-31,CellId: 471a350000000000,temperature,ERA5,2.872833251953125,cross-source-poland-meteo
2018-01-01,CellId: 471a3f0000000000,temperature,ERA5,6.378509521484375,cross-source-poland-meteo
2018-01-02,CellId: 471a3f0000000000,temperature,ERA5,2.17974853515625,cross-source-poland-meteo
2018-01-03,CellId: 471a3f0000000000,temperature,ERA5,2.98675537109375,cross-source-poland-meteo
2018-01-04,CellId: 471a3f0000000000,temperature,ERA5,5.25140380859375,cross-source-poland-meteo
2018-01-05,CellId: 471a3f0000000000,temperature,ERA5,6.66571044921875,cross-source-poland-meteo
2018-01-06,CellId: 471a3f0000000000,temperature,ERA5,5.90887451171875,cross-source-poland-meteo
2018-01-07,CellId: 471a3f0000000000,temperature,ERA5,2.237457275390625,cross-source-poland-meteo
2018-01-08,CellId: 471a3f0000000000,temperature,ERA5,-2.719085693359375,cross-source-poland-meteo
2018-01-09,CellId: 471a3f0000000000,temperature,ERA5,-0.65985107421875,cross-source-poland-meteo
2018-01-10,CellId: 471a3f0000000000,temperature,ERA5,1.352203369140625,cross-source-poland-meteo
2018-01-11,CellId: 471a3f0000000000,temperature,ERA5,0.496063232421875,cross-source-poland-meteo
2018-01-12,CellId: 471a3f0000000000,temperature,ERA5,-0.880218505859375,cross-source-poland-meteo
2018-01-13,CellId: 471a3f0000000000,temperature,ERA5,-1.73553466796875,cross-source-poland-meteo
2018-01-14,CellId: 471a3f0000000000,temperature,ERA5,-4.81097412109375,cross-source-poland-meteo
2018-01-15,CellId: 471a3f0000000000,temperature,ERA5,-6.00457763671875,cross-source-poland-meteo
2018-01-16,CellId: 471a3f0000000000,temperature,ERA5,-2.50494384765625,cross-source-poland-meteo
2018-01-17,CellId: 471a3f0000000000,temperature,ERA5,0.55938720703125,cross-source-poland-meteo
2018-01-18,CellId: 471a3f0000000000,temperature,ERA5,0.929962158203125,cross-source-poland-meteo
2018-01-19,CellId: 471a3f0000000000,temperature,ERA5,0.5787353515625,cross-source-poland-meteo
2018-01-20,CellId: 471a3f0000000000,temperature,ERA5,-1.531524658203125,cross-source-poland-meteo
2018-01-21,CellId: 471a3f0000000000,temperature,ERA5,-4.26898193359375,cross-source-poland-meteo
2018-01-22,CellId: 471a3f0000000000,temperature,ERA5,-3.422332763671875,cross-source-poland-meteo
2018-01-23,CellId: 471a3f0000000000,temperature,ERA5,-4.29522705078125,cross-source-poland-meteo
2018-01-24,CellId: 471a3f0000000000,temperature,ERA5,1.740509033203125,cross-source-poland-meteo
2018-01-25,CellId: 471a3f0000000000,temperature,ERA5,3.981719970703125,cross-source-poland-meteo
2018-01-26,CellId: 471a3f0000000000,temperature,ERA5,2.1190185546875,cross-source-poland-meteo
2018-01-27,CellId: 471a3f0000000000,temperature,ERA5,2.4525146484375,cross-source-poland-meteo
2018-01-28,CellId: 471a3f0000000000,temperature,ERA5,4.589630126953125,cross-source-poland-meteo
2018-01-29,CellId: 471a3f0000000000,temperature,ERA5,8.1573486328125,cross-source-poland-meteo
2018-01-30,CellId: 471a3f0000000000,temperature,ERA5,4.089324951171875,cross-source-poland-meteo
2018-01-31,CellId: 471a3f0000000000,temperature,ERA5,2.82196044921875,cross-source-poland-meteo
2018-01-01,CellId: 471a430000000000,temperature,ERA5,6.472015380859375,cross-source-poland-meteo
2018-01-02,CellId: 471a430000000000,temperature,ERA5,2.39556884765625,cross-source-poland-meteo
2018-01-03,CellId: 471a430000000000,temperature,ERA5,3.057647705078125,cross-source-poland-meteo
2018-01-04,CellId: 471a430000000000,temperature,ERA5,5.48870849609375,cross-source-poland-meteo
2018-01-05,CellId: 471a430000000000,temperature,ERA5,6.874542236328125,cross-source-poland-meteo
2018-01-06,CellId: 471a430000000000,temperature,ERA5,6.043060302734375,cross-source-poland-meteo
2018-01-07,CellId: 471a430000000000,temperature,ERA5,2.317138671875,cross-source-poland-meteo
2018-01-08,CellId: 471a430000000000,temperature,ERA5,-2.59564208984375,cross-source-poland-meteo
2018-01-09,CellId: 471a430000000000,temperature,ERA5,-0.4490966796875,cross-source-poland-meteo
2018-01-10,CellId: 471a430000000000,temperature,ERA5,1.513336181640625,cross-source-poland-meteo
2018-01-11,CellId: 471a430000000000,temperature,ERA5,0.715057373046875,cross-source-poland-meteo
2018-01-12,CellId: 471a430000000000,temperature,ERA5,-0.605224609375,cross-source-poland-meteo
2018-01-13,CellId: 471a430000000000,temperature,ERA5,-1.54241943359375,cross-source-poland-meteo
2018-01-14,CellId: 471a430000000000,temperature,ERA5,-4.58642578125,cross-source-poland-meteo
2018-01-15,CellId: 471a430000000000,temperature,ERA5,-5.595733642578125,cross-source-poland-meteo
2018-01-16,CellId: 471a430000000000,temperature,ERA5,-1.985504150390625,cross-source-poland-meteo
2018-01-17,CellId: 471a430000000000,temperature,ERA5,0.746002197265625,cross-source-poland-meteo
2018-01-18,CellId: 471a430000000000,temperature,ERA5,1.1209716796875,cross-source-poland-meteo
2018-01-19,CellId: 471a430000000000,temperature,ERA5,0.706756591796875,cross-source-poland-meteo
2018-01-20,CellId: 471a430000000000,temperature,ERA5,-1.224395751953125,cross-source-poland-meteo
2018-01-21,CellId: 471a430000000000,temperature,ERA5,-3.81982421875,cross-source-poland-meteo
2018-01-22,CellId: 471a430000000000,temperature,ERA5,-3.246551513671875,cross-source-poland-meteo
2018-01-23,CellId: 471a430000000000,temperature,ERA5,-3.71685791015625,cross-source-poland-meteo
2018-01-24,CellId: 471a430000000000,temperature,ERA5,2.117462158203125,cross-source-poland-meteo
2018-01-25,CellId: 471a430000000000,temperature,ERA5,4.2801513671875,cross-source-poland-meteo
2018-01-26,CellId: 471a430000000000,temperature,ERA5,2.24200439453125,cross-source-poland-meteo
2018-01-27,CellId: 471a430000000000,temperature,ERA5,2.95892333984375,cross-source-poland-meteo
2018-01-28,CellId: 471a430000000000,temperature,ERA5,4.91864013671875,cross-source-poland-meteo
2018-01-29,CellId: 471a430000000000,temperature,ERA5,8.3829345703125,cross-source-poland-meteo
2018-01-30,CellId: 471a430000000000,temperature,ERA5,4.24224853515625,cross-source-poland-meteo
2018-01-31,CellId: 471a430000000000,temperature,ERA5,2.903594970703125,cross-source-poland-meteo
2018-01-01,CellId: 471a4b0000000000,temperature,ERA5,6.694183349609375,cross-source-poland-meteo
2018-01-02,CellId: 471a4b0000000000,temperature,ERA5,2.15338134765625,cross-source-poland-meteo
2018-01-03,CellId: 471a4b0000000000,temperature,ERA5,3.064971923828125,cross-source-poland-meteo
2018-01-04,CellId: 471a4b0000000000,temperature,ERA5,5.45257568359375,cross-source-poland-meteo
2018-01-05,CellId: 471a4b0000000000,temperature,ERA5,6.7479248046875,cross-source-poland-meteo
2018-01-06,CellId: 471a4b0000000000,temperature,ERA5,5.54949951171875,cross-source-poland-meteo
2018-01-07,CellId: 471a4b0000000000,temperature,ERA5,1.70367431640625,cross-source-poland-meteo
2018-01-08,CellId: 471a4b0000000000,temperature,ERA5,-3.26947021484375,cross-source-poland-meteo
2018-01-09,CellId: 471a4b0000000000,temperature,ERA5,-0.713897705078125,cross-source-poland-meteo
2018-01-10,CellId: 471a4b0000000000,temperature,ERA5,1.07843017578125,cross-source-poland-meteo
2018-01-11,CellId: 471a4b0000000000,temperature,ERA5,0.201141357421875,cross-source-poland-meteo
2018-01-12,CellId: 471a4b0000000000,temperature,ERA5,-1.06219482421875,cross-source-poland-meteo
2018-01-13,CellId: 471a4b0000000000,temperature,ERA5,-1.70867919921875,cross-source-poland-meteo
2018-01-14,CellId: 471a4b0000000000,temperature,ERA5,-4.699066162109375,cross-source-poland-meteo
2018-01-15,CellId: 471a4b0000000000,temperature,ERA5,-5.963897705078125,cross-source-poland-meteo
2018-01-16,CellId: 471a4b0000000000,temperature,ERA5,-2.680908203125,cross-source-poland-meteo
2018-01-17,CellId: 471a4b0000000000,temperature,ERA5,0.52716064453125,cross-source-poland-meteo
2018-01-18,CellId: 471a4b0000000000,temperature,ERA5,0.899932861328125,cross-source-poland-meteo
2018-01-19,CellId: 471a4b0000000000,temperature,ERA5,0.59332275390625,cross-source-poland-meteo
2018-01-20,CellId: 471a4b0000000000,temperature,ERA5,-1.0733642578125,cross-source-poland-meteo
2018-01-21,CellId: 471a4b0000000000,temperature,ERA5,-3.732666015625,cross-source-poland-meteo
2018-01-22,CellId: 471a4b0000000000,temperature,ERA5,-3.5870361328125,cross-source-poland-meteo
2018-01-23,CellId: 471a4b0000000000,temperature,ERA5,-4.64703369140625,cross-source-poland-meteo
2018-01-24,CellId: 471a4b0000000000,temperature,ERA5,1.63543701171875,cross-source-poland-meteo
2018-01-25,CellId: 471a4b0000000000,temperature,ERA5,4.06683349609375,cross-source-poland-meteo
2018-01-26,CellId: 471a4b0000000000,temperature,ERA5,2.1397705078125,cross-source-poland-meteo
2018-01-27,CellId: 471a4b0000000000,temperature,ERA5,2.654327392578125,cross-source-poland-meteo
2018-01-28,CellId: 471a4b0000000000,temperature,ERA5,4.68988037109375,cross-source-poland-meteo
