timestamp,cell,variable,source,value
2024-01-08,cell-02,temperature,IMGW,9.899852698689454
2024-01-08,cell-02,precipitation,IMGW,4.1681912148510625
2024-01-08,cell-02,temperature,DWD,8.81071489918712
2024-01-08,cell-02,precipitation,DWD,4.052611424806918
2024-01-08,cell-02,temperature,GeoSphere,9.262576277359152
2024-01-08,cell-02,precipitation,GeoSphere,3.193663797146926
2024-01-08,cell-03,temperature,ERA5,9.551122177917708
2024-01-08,cell-03,precipitation,ERA5,3.2188899694712374
2024-01-08,cell-03,temperature,IMGW,9.072838175778127
2024-01-08,cell-03,precipitation,IMGW,1.9307836612052054
2024-01-08,cell-03,temperature,DWD,9.476124547217859
2024-01-08,cell-03,precipitation,DWD,1.2232674955312786
2024-01-08,cell-03,temperature,GeoSphere,9.531744978452968
2024-01-08,cell-03,precipitation,GeoSphere,2.2583009146161017
2024-01-08,cell-04,temperature,ERA5,9.160122961823015
2024-01-08,cell-04,precipitation,ERA5,0.0013486922977951066
2024-01-08,cell-04,temperature,IMGW,9.5640628655641
2024-01-08,cell-04,precipitation,IMGW,0.0
2024-01-08,cell-04,temperature,DWD,8.88121755467591
2024-01-08,cell-04,precipitation,DWD,0.4904889548580519
2024-01-08,cell-04,temperature,GeoSphere,9.34806486889367
2024-01-08,cell-04,precipitation,GeoSphere,0.0
2024-01-08,cell-05,temperature,ERA5,9.292485484429239
2024-01-08,cell-05,precipitation,ERA5,3.991097634209954
2024-01-08,cell-05,temperature,IMGW,10.138165370641268
2024-01-08,cell-05,precipitation,IMGW,4.439301783003291
2024-01-08,cell-05,temperature,DWD,9.995491131170823
2024-01-08,cell-05,precipitation,DWD,3.3727220981580577
2024-01-08,cell-05,temperature,GeoSphere,9.884992508175843
2024-01-08,cell-05,precipitation,GeoSphere,3.573593978471462
2024-01-08,cell-06,temperature,ERA5,10.013458497131523
2024-01-08,cell-06,precipitation,ERA5,6.438512558972266
2024-01-08,cell-06,temperature,IMGW,10.462794043016695
2024-01-08,cell-06,precipitation,IMGW,7.583811354956251
2024-01-08,cell-06,temperature,DWD,9.835879181942843
2024-01-08,cell-06,precipitation,DWD,6.597318548896502
2024-01-08,cell-06,temperature,GeoSphere,10.215822699615623
2024-01-08,cell-06,precipitation,GeoSphere,6.65190943278634
2024-01-08,cell-07,temperature,ERA5,10.033296427848507
2024-01-08,cell-07,precipitation,ERA5,0.0
2024-01-08,cell-07,temperature,IMGW,10.006411667175923
2024-01-08,cell-07,precipitation,IMGW,0.0
2024-01-08,cell-07,temperature,DWD,10.171480415841854
2024-01-08,cell-07,precipitation,DWD,0.6265323541445821
2024-01-08,cell-07,temperature,GeoSphere,10.24874399747098
2024-01-08,cell-07,precipitation,GeoSphere,0.0
2024-01-09,cell-00,temperature,ERA5,8.607686822001206
2024-01-09,cell-00,precipitation,ERA5,6.467441602642049
2024-01-09,cell-00,temperature,IMGW,8.960946050257826
2024-01-09,cell-00,precipitation,IMGW,6.210864119185459
2024-01-09,cell-00,temperature,DWD,8.894784119421793
2024-01-09,cell-00,precipitation,DWD,6.255579363340032
2024-01-09,cell-00,temperature,GeoSphere,8.606230813214705
2024-01-09,cell-00,precipitation,GeoSphere,5.868463520885349
2024-01-09,cell-01,temperature,ERA5,9.794550274848751
2024-01-09,cell-01,precipitation,ERA5,0.3143823070739647
2024-01-09,cell-01,temperature,IMGW,8.789901289261289
2024-01-09,cell-01,precipitation,IMGW,0.4673410357623123
2024-01-09,cell-01,temperature,DWD,9.443620001992477
2024-01-09,cell-01,precipitation,DWD,0.0
2024-01-09,cell-01,temperature,GeoSphere,8.580090699756958
2024-01-09,cell-01,precipitation,GeoSphere,0.06033850128460588
2024-01-09,cell-02,temperature,ERA5,9.122082580704868
2024-01-09,cell-02,precipitation,ERA5,2.260100313673782
2024-01-09,cell-02,temperature,IMGW,9.892312664826003
2024-01-09,cell-02,precipitation,IMGW,3.1897334834317514
2024-01-09,cell-02,temperature,DWD,9.755245764739362
2024-01-09,cell-02,precipitation,DWD,3.1138471059530297
2024-01-09,cell-02,temperature,GeoSphere,9.768881794189678
2024-01-09,cell-02,precipitation,GeoSphere,3.259904525567913
2024-01-09,cell-03,temperature,ERA5,8.445780321638283
2024-01-09,cell-03,precipitation,ERA5,5.89454630889683
2024-01-09,cell-03,temperature,IMGW,10.231594919914613
2024-01-09,cell-03,precipitation,IMGW,4.321632790278138
2024-01-09,cell-03,temperature,DWD,8.955562490318869
2024-01-09,cell-03,precipitation,DWD,4.982492861514074
2024-01-09,cell-03,temperature,GeoSphere,10.060223408623042
2024-01-09,cell-03,precipitation,GeoSphere,5.837724602676317
2024-01-09,cell-04,temperature,ERA5,10.04165425879907
2024-01-09,cell-04,precipitation,ERA5,1.4827047599143754
2024-01-09,cell-04,temperature,IMGW,9.478183756921618
2024-01-09,cell-04,precipitation,IMGW,2.7688586013859138
2024-01-09,cell-04,temperature,DWD,10.359019859938389
2024-01-09,cell-04,precipitation,DWD,2.26006733518882
2024-01-09,cell-04,temperature,GeoSphere,9.484287768045677
2024-01-09,cell-04,precipitation,GeoSphere,2.106653042045691
2024-01-09,cell-05,temperature,ERA5,10.651867929552264
2024-01-09,cell-05,precipitation,ERA5,4.407879933053958
2024-01-09,cell-05,temperature,IMGW,10.343639200041318
2024-01-09,cell-05,precipitation,IMGW,3.8193023947812144
2024-01-09,cell-05,temperature,DWD,9.314612791292468
2024-01-09,cell-05,precipitation,DWD,3.723677659085334
2024-01-09,cell-05,temperature,GeoSphere,9.827523742329767
2024-01-09,cell-05,precipitation,GeoSphere,2.986349822407245
2024-01-09,cell-06,temperature,ERA5,10.793203449609337
2024-01-09,cell-06,precipitation,ERA5,10.574210943921326
2024-01-09,cell-06,temperature,IMGW,10.482136000893748
2024-01-09,cell-06,precipitation,IMGW,9.360186837357714
2024-01-09,cell-06,temperature,DWD,9.944599748991322
2024-01-09,cell-06,precipitation,DWD,9.497143987313354
2024-01-09,cell-06,temperature,GeoSphere,10.450261381454297
2024-01-09,cell-06,precipitation,GeoSphere,8.591269234310014
2024-01-09,cell-07,temperature,ERA5,11.041950645963249
2024-01-09,cell-07,precipitation,ERA5,2.359073993927628
2024-01-09,cell-07,temperature,IMGW,10.410226906349966
2024-01-09,cell-07,precipitation,IMGW,2.263089906702618
2024-01-09,cell-07,temperature,DWD,10.089692087751091
2024-01-09,cell-07,precipitation,DWD,1.7475595000511652
2024-01-09,cell-07,temperature,GeoSphere,10.2033122689389
2024-01-09,cell-07,precipitation,GeoSphere,1.870802005286002
2024-01-10,cell-00,temperature,ERA5,7.918738754476088
2024-01-10,cell-00,precipitation,ERA5,3.8486751932261303
2024-01-10,cell-00,temperature,IMGW,9.328379191225308
2024-01-10,cell-00,precipitation,IMGW,4.4316644233647216
2024-01-10,cell-00,temperature,DWD,9.139141531875172
2024-01-10,cell-00,precipitation,DWD,3.9185479704224746
2024-01-10,cell-00,temperature,GeoSphere,8.558981412237062
2024-01-10,cell-00,precipitation,GeoSphere,3.3055679767455537
2024-01-10,cell-01,temperature,ERA5,10.294069498322395
2024-01-10,cell-01,precipitation,ERA5,3.430068374904868
2024-01-10,cell-01,temperature,IMGW,8.931400374055691
2024-01-10,cell-01,precipitation,IMGW,3.2635655374269295
2024-01-10,cell-01,temperature,DWD,9.355113643783723
2024-01-10,cell-01,precipitation,DWD,3.388032543088221
2024-01-10,cell-01,temperature,GeoSphere,9.159482964530532
2024-01-10,cell-01,precipitation,GeoSphere,3.5905742695672704
2024-01-10,cell-02,temperature,ERA5,9.328075019283862
2024-01-10,cell-02,precipitation,ERA5,1.5430905240996944
2024-01-10,cell-02,temperature,IMGW,9.548651805508694
2024-01-10,cell-02,precipitation,IMGW,0.5867106234188113
2024-01-10,cell-02,temperature,DWD,9.12093580301495
2024-01-10,cell-02,precipitation,DWD,1.9822850439774087
2024-01-10,cell-02,temperature,GeoSphere,8.947779981528816
2024-01-10,cell-02,precipitation,GeoSphere,0.13273626055450127
2024-01-10,cell-03,temperature,ERA5,9.421345657975138
2024-01-10,cell-03,precipitation,ERA5,3.6959045129947667
2024-01-10,cell-03,temperature,IMGW,8.278658940760291
2024-01-10,cell-03,precipitation,IMGW,2.7108972978960684
2024-01-10,cell-03,temperature,DWD,9.744296084632717
2024-01-10,cell-03,precipitation,DWD,1.9792432845132581
2024-01-10,cell-03,temperature,GeoSphere,9.153466239521308
2024-01-10,cell-03,precipitation,GeoSphere,2.1216298700002323
2024-01-10,cell-04,temperature,ERA5,11.065593874501351
2024-01-10,cell-04,precipitation,ERA5,1.534720330460156
2024-01-10,cell-04,temperature,IMGW,10.48331662106025
2024-01-10,cell-04,precipitation,IMGW,1.7466326953378324
2024-01-10,cell-04,temperature,DWD,10.18508439477984
2024-01-10,cell-04,precipitation,DWD,1.730416308169543
2024-01-10,cell-04,temperature,GeoSphere,9.721094509332
2024-01-10,cell-04,precipitation,GeoSphere,1.9371123587705628
2024-01-10,cell-05,temperature,ERA5,11.495781096202784
2024-01-10,cell-05,precipitation,ERA5,4.836329957713163
2024-01-10,cell-05,temperature,IMGW,10.520032407362992
2024-01-10,cell-05,precipitation,IMGW,5.551709989029731
2024-01-10,cell-05,temperature,DWD,10.57681243624338
2024-01-10,cell-05,precipitation,DWD,5.241267198344973
2024-01-10,cell-05,temperature,GeoSphere,10.671246864832288
2024-01-10,cell-05,precipitation,GeoSphere,5.247002466923896
2024-01-10,cell-06,temperature,ERA5,10.457187615629055
2024-01-10,cell-06,precipitation,ERA5,0.9374317706949296
2024-01-10,cell-06,temperature,IMGW,10.067752458308286
2024-01-10,cell-06,precipitation,IMGW,1.2089163894293067
2024-01-10,cell-06,temperature,DWD,9.72539361590738
2024-01-10,cell-06,precipitation,DWD,0.5983769933256413
2024-01-10,cell-06,temperature,GeoSphere,10.072902752862658
2024-01-10,cell-06,precipitation,GeoSphere,0.7476234871354642
2024-01-10,cell-07,temperature,ERA5,10.686886140996972
2024-01-10,cell-07,precipitation,ERA5,0.0
2024-01-10,cell-07,temperature,IMGW,9.712498025420603
2024-01-10,cell-07,precipitation,IMGW,0.7167470477629323
2024-01-10,cell-07,temperature,DWD,10.268596040354192
2024-01-10,cell-07,precipitation,DWD,0.7218126020867367
2024-01-10,cell-07,temperature,GeoSphere,10.435301268097934
2024-01-10,cell-07,precipitation,GeoSphere,0.8608137754193474
2024-01-11,cell-00,temperature,ERA5,8.927921423613205
2024-01-11,cell-00,precipitation,ERA5,0.9873584665346444
2024-01-11,cell-00,temperature,IMGW,9.98656088269858
2024-01-11,cell-00,precipitation,IMGW,0.38009677505107736
2024-01-11,cell-00,temperature,DWD,8.462986985784124
2024-01-11,cell-00,precipitation,DWD,0.0
2024-01-11,cell-00,temperature,GeoSphere,9.122027976577519
2024-01-11,cell-00,precipitation,GeoSphere,0.3473144445852965
2024-01-11,cell-01,temperature,ERA5,10.229445030672613
2024-01-11,cell-01,precipitation,ERA5,2.0177104292685577
2024-01-11,cell-01,temperature,IMGW,9.05244710002918
2024-01-11,cell-01,precipitation,IMGW,2.7795075505680433
2024-01-11,cell-01,temperature,DWD,8.709899559345255
2024-01-11,cell-01,precipitation,DWD,2.7609718570417905
2024-01-11,cell-01,temperature,GeoSphere,9.386344493635379
2024-01-11,cell-01,precipitation,GeoSphere,2.4594559096243422
2024-01-11,cell-02,temperature,ERA5,9.98017678870193
2024-01-11,cell-02,precipitation,ERA5,0.18294932809447606
2024-01-11,cell-02,temperature,IMGW,10.004675063098125
2024-01-11,cell-02,precipitation,IMGW,0.6303292683923589
2024-01-11,cell-02,temperature,DWD,9.563592683965469
2024-01-11,cell-02,precipitation,DWD,1.470780778575427
2024-01-11,cell-02,temperature,GeoSphere,10.137828424387243
2024-01-11,cell-02,precipitation,GeoSphere,0.9187369244354672
2024-01-11,cell-03,temperature,ERA5,9.560636101831275
2024-01-11,cell-03,precipitation,ERA5,6.914497356300221
2024-01-11,cell-03,temperature,IMGW,10.5819045231139
2024-01-11,cell-03,precipitation,IMGW,5.293586154501339
2024-01-11,cell-03,temperature,DWD,9.77526574625966
2024-01-11,cell-03,precipitation,DWD,5.944522661725358
2024-01-11,cell-03,temperature,GeoSphere,10.031838865508032
2024-01-11,cell-03,precipitation,GeoSphere,6.050871695904768
2024-01-11,cell-04,temperature,ERA5,10.404785447054035
2024-01-11,cell-04,precipitation,ERA5,10.061203089414445
2024-01-11,cell-04,temperature,IMGW,10.01610575606313
2024-01-11,cell-04,precipitation,IMGW,10.163554660586097
2024-01-11,cell-04,temperature,DWD,9.992733863971
2024-01-11,cell-04,precipitation,DWD,10.792899254119845
2024-01-11,cell-04,temperature,GeoSphere,10.561830159969661
2024-01-11,cell-04,precipitation,GeoSphere,10.341247928939024
2024-01-11,cell-05,temperature,ERA5,11.078149538651795
2024-01-11,cell-05,precipitation,ERA5,1.468623740622152
2024-01-11,cell-05,temperature,IMGW,10.401605279595483
2024-01-11,cell-05,precipitation,IMGW,1.066768643809088
2024-01-11,cell-05,temperature,DWD,10.338729734625298
2024-01-11,cell-05,precipitation,DWD,1.229405095176375
2024-01-11,cell-05,temperature,GeoSphere,10.376917866121167
2024-01-11,cell-05,precipitation,GeoSphere,0.4142888419497761
2024-01-11,cell-06,temperature,ERA5,10.906614329880364
2024-01-11,cell-06,precipitation,ERA5,0.0
2024-01-11,cell-06,temperature,IMGW,10.161379443905371
2024-01-11,cell-06,precipitation,IMGW,0.9381779533962831
2024-01-11,cell-06,temperature,DWD,10.12680971460651
2024-01-11,cell-06,precipitation,DWD,1.355840565860003
2024-01-11,cell-06,temperature,GeoSphere,10.395490716449936
2024-01-11,cell-06,precipitation,GeoSphere,0.41655922163676923
2024-01-11,cell-07,temperature,ERA5,10.961104045368776
2024-01-11,cell-07,precipitation,ERA5,2.8258771374342184
2024-01-11,cell-07,temperature,IMGW,10.336530228089439
2024-01-11,cell-07,precipitation,IMGW,2.6072191607678477
2024-01-11,cell-07,temperature,DWD,10.472659656070961
2024-01-11,cell-07,precipitation,DWD,3.2601056785990172
2024-01-11,cell-07,temperature,GeoSphere,10.845579401160462
2024-01-11,cell-07,precipitation,GeoSphere,2.620873010448564
2024-01-12,cell-00,temperature,ERA5,8.896537634143096
2024-01-12,cell-00,precipitation,ERA5,2.1649986245463246
2024-01-12,cell-00,temperature,IMGW,9.838222268939205
2024-01-12,cell-00,precipitation,IMGW,2.7656422141928676
2024-01-12,cell-00,temperature,DWD,8.750455850369287
2024-01-12,cell-00,precipitation,DWD,3.2643338485970217
2024-01-12,cell-00,temperature,GeoSphere,9.522431109070617
2024-01-12,cell-00,precipitation,GeoSphere,2.2164555601319824
2024-01-12,cell-01,temperature,ERA5,10.204271276440338
2024-01-12,cell-01,precipitation,ERA5,3.4644750762870986
2024-01-12,cell-01,temperature,IMGW,9.775899373993909
2024-01-12,cell-01,precipitation,IMGW,4.451876396860027
2024-01-12,cell-01,temperature,DWD,9.324506756441805
2024-01-12,cell-01,precipitation,DWD,5.103595069278636
2024-01-12,cell-01,temperature,GeoSphere,10.155607626051639
2024-01-12,cell-01,precipitation,GeoSphere,5.57138969296096
2024-01-12,cell-02,temperature,ERA5,10.68898340986365
2024-01-12,cell-02,precipitation,ERA5,2.3908505430919043
2024-01-12,cell-02,temperature,IMGW,10.092854218368508
2024-01-12,cell-02,precipitation,IMGW,2.624854611254289
2024-01-12,cell-02,temperature,DWD,9.869799617094813
2024-01-12,cell-02,precipitation,DWD,1.8571469205355577
2024-01-12,cell-02,temperature,GeoSphere,9.833048778186265
2024-01-12,cell-02,precipitation,GeoSphere,2.5214237851439347
2024-01-12,cell-03,temperature,ERA5,9.864538676259253
2024-01-12,cell-03,precipitation,ERA5,4.114085573178861
2024-01-12,cell-03,temperature,IMGW,10.109722668526057
2024-01-12,cell-03,precipitation,IMGW,2.6443150281107224
2024-01-12,cell-03,temperature,DWD,10.312992304057884
2024-01-12,cell-03,precipitation,DWD,3.1230898540335774
2024-01-12,cell-03,temperature,GeoSphere,9.27924939673233
2024-01-12,cell-03,precipitation,GeoSphere,2.800039496927159
2024-01-12,cell-04,temperature,ERA5,9.864437157800662
2024-01-12,cell-04,precipitation,ERA5,3.217097780122231
2024-01-12,cell-04,temperature,IMGW,10.069328081244128
2024-01-12,cell-04,precipitation,IMGW,2.723192340042358
2024-01-12,cell-04,temperature,DWD,9.926817896832087
2024-01-12,cell-04,precipitation,DWD,2.9074333451891192
2024-01-12,cell-04,temperature,GeoSphere,9.082355666891619
2024-01-12,cell-04,precipitation,GeoSphere,2.3798581200104807
2024-01-12,cell-05,temperature,ERA5,10.711140934618108
2024-01-12,cell-05,precipitation,ERA5,3.6888628891253195
2024-01-12,cell-05,temperature,IMGW,9.962654975305762
2024-01-12,cell-05,precipitation,IMGW,2.2347933431080156
2024-01-12,cell-05,temperature,DWD,9.901351345395822
2024-01-12,cell-05,precipitation,DWD,2.2960331170141535
2024-01-12,cell-05,temperature,GeoSphere,9.831015748456343
2024-01-12,cell-05,precipitation,GeoSphere,3.0427828204959098
2024-01-12,cell-06,temperature,ERA5,9.91541801856979
2024-01-12,cell-06,precipitation,ERA5,5.8644638147703105
2024-01-12,cell-06,temperature,IMGW,10.665459237853426
2024-01-12,cell-06,precipitation,IMGW,4.934018337429611
2024-01-12,cell-06,temperature,DWD,9.969219489395146
2024-01-12,cell-06,precipitation,DWD,4.498356090086864
2024-01-12,cell-06,temperature,GeoSphere,10.131720920481676
2024-01-12,cell-06,precipitation,GeoSphere,5.180108220286469
2024-01-12,cell-07,temperature,ERA5,10.503817355537178
2024-01-12,cell-07,precipitation,ERA5,3.8249564394682993
2024-01-12,cell-07,temperature,IMGW,11.464513993445996
2024-01-12,cell-07,precipitation,IMGW,2.8587498498154895
2024-01-12,cell-07,temperature,DWD,10.851667033693976
2024-01-12,cell-07,precipitation,DWD,3.741194667345331
2024-01-12,cell-07,temperature,GeoSphere,10.592707264268496
2024-01-12,cell-07,precipitation,GeoSphere,3.6978143753135577
2024-01-13,cell-00,temperature,ERA5,9.477970618973313
2024-01-13,cell-00,precipitation,ERA5,3.20508486376893
2024-01-13,cell-00,temperature,IMGW,9.366930014634173
2024-01-13,cell-00,precipitation,IMGW,2.042935233286899
2024-01-13,cell-00,temperature,DWD,9.099489969417805
2024-01-13,cell-00,precipitation,DWD,2.353585608981367
2024-01-13,cell-00,temperature,GeoSphere,10.123824726351465
2024-01-13,cell-00,precipitation,GeoSphere,2.055848535300763
2024-01-13,cell-01,temperature,ERA5,8.791038090520559
2024-01-13,cell-01,precipitation,ERA5,0.0
2024-01-13,cell-01,temperature,IMGW,9.767068777783207
2024-01-13,cell-01,precipitation,IMGW,1.3393647488428875
2024-01-13,cell-01,temperature,DWD,10.509578160769877
2024-01-13,cell-01,precipitation,DWD,0.3706149475496693
2024-01-13,cell-01,temperature,GeoSphere,10.17176841886482
2024-01-13,cell-01,precipitation,GeoSphere,0.7606587798939766
2024-01-13,cell-02,temperature,ERA5,10.087239191379002
2024-01-13,cell-02,precipitation,ERA5,3.3435808399980544
2024-01-13,cell-02,temperature,IMGW,9.306238105811518
2024-01-13,cell-02,precipitation,IMGW,2.752086825154912
2024-01-13,cell-02,temperature,DWD,9.944117678879488
2024-01-13,cell-02,precipitation,DWD,3.5127306414992003
2024-01-13,cell-02,temperature,GeoSphere,9.588968187861717
2024-01-13,cell-02,precipitation,GeoSphere,3.625503612438097
2024-01-13,cell-03,temperature,ERA5,11.181808370835277
2024-01-13,cell-03,precipitation,ERA5,4.4084666665607894
2024-01-13,cell-03,temperature,IMGW,10.432540611792602
2024-01-13,cell-03,precipitation,IMGW,3.4127146451165706
2024-01-13,cell-03,temperature,DWD,10.519403948548295
2024-01-13,cell-03,precipitation,DWD,3.4922493720795775
2024-01-13,cell-03,temperature,GeoSphere,10.41807563696626
2024-01-13,cell-03,precipitation,GeoSphere,3.20834017835626
2024-01-13,cell-04,temperature,ERA5,9.628384532517376
2024-01-13,cell-04,precipitation,ERA5,0.0257409053475266
2024-01-13,cell-04,temperature,IMGW,10.88108964087287
2024-01-13,cell-04,precipitation,IMGW,1.0930015044418848
2024-01-13,cell-04,temperature,DWD,10.730253015139686
2024-01-13,cell-04,precipitation,DWD,0.5450432231164299
2024-01-13,cell-04,temperature,GeoSphere,9.871809054064466
2024-01-13,cell-04,precipitation,GeoSphere,0.5258530724834978
2024-01-13,cell-05,temperature,ERA5,10.37131198227621
2024-01-13,cell-05,precipitation,ERA5,3.0426205559522645
2024-01-13,cell-05,temperature,IMGW,10.060686898754607
2024-01-13,cell-05,precipitation,IMGW,2.8634640342537296
2024-01-13,cell-05,temperature,DWD,10.307225751093421
2024-01-13,cell-05,precipitation,DWD,2.290882862187374
2024-01-13,cell-05,temperature,GeoSphere,10.316522600902006
2024-01-13,cell-05,precipitation,GeoSphere,2.5400181431417175
2024-01-13,cell-06,temperature,ERA5,10.553168001597648
2024-01-13,cell-06,precipitation,ERA5,7.717268189504756
2024-01-13,cell-06,temperature,IMGW,10.204017532421124
2024-01-13,cell-06,precipitation,IMGW,9.35028366790289
2024-01-13,cell-06,temperature,DWD,10.171652036551091
2024-01-13,cell-06,precipitation,DWD,10.235827848042781
2024-01-13,cell-06,temperature,GeoSphere,10.449024118562354
2024-01-13,cell-06,precipitation,GeoSphere,10.184965060999374
2024-01-13,cell-07,temperature,ERA5,10.960539989444356
2024-01-13,cell-07,precipitation,ERA5,4.169747735478322
2024-01-13,cell-07,temperature,IMGW,9.88022813518992
2024-01-13,cell-07,precipitation,IMGW,1.411982073292175
2024-01-13,cell-07,temperature,DWD,10.467962635020768
2024-01-13,cell-07,precipitation,DWD,2.5700961737022325
2024-01-13,cell-07,temperature,GeoSphere,11.020312107300734
2024-01-13,cell-07,precipitation,GeoSphere,2.7788375757077355
2024-01-14,cell-00,temperature,ERA5,9.846238998779562
2024-01-14,cell-00,precipitation,ERA5,6.703819618599451
2024-01-14,cell-00,temperature,IMGW,9.685659513825895
2024-01-14,cell-00,precipitation,IMGW,5.418612138630707
2024-01-14,cell-00,temperature,DWD,9.670837302103045
2024-01-14,cell-00,precipitation,DWD,5.832734364650632
2024-01-14,cell-00,temperature,GeoSphere,9.52711055021975
2024-01-14,cell-00,precipitation,GeoSphere,6.513363660899873
2024-01-14,cell-01,temperature,ERA5,9.257156744401415
2024-01-14,cell-01,precipitation,ERA5,0.2424342264513326
2024-01-14,cell-01,temperature,IMGW,8.740345906211921
2024-01-14,cell-01,precipitation,IMGW,0.0
2024-01-14,cell-01,temperature,DWD,8.891981577837889
2024-01-14,cell-01,precipitation,DWD,1.6402936252787057
2024-01-14,cell-01,temperature,GeoSphere,9.977938105465055
2024-01-14,cell-01,precipitation,GeoSphere,0.16747188204474206
2024-01-14,cell-02,temperature,ERA5,10.014761811802257
2024-01-14,cell-02,precipitation,ERA5,0.0
2024-01-14,cell-02,temperature,IMGW,9.906793720302993
2024-01-14,cell-02,precipitation,IMGW,0.0
2024-01-14,cell-02,temperature,DWD,9.524042872559207
2024-01-14,cell-02,precipitation,DWD,0.7051252387260538
2024-01-14,cell-02,temperature,GeoSphere,10.029893580125695
2024-01-14,cell-02,precipitation,GeoSphere,0.8178971096204859
2024-01-14,cell-03,temperature,ERA5,10.4907104386925
2024-01-14,cell-03,precipitation,ERA5,5.165540508136078
2024-01-14,cell-03,temperature,IMGW,9.37879779456657
2024-01-14,cell-03,precipitation,IMGW,4.891206579572798
2024-01-14,cell-03,temperature,DWD,9.907230103920067
2024-01-14,cell-03,precipitation,DWD,5.4215980073297505
2024-01-14,cell-03,temperature,GeoSphere,9.82577739316887
2024-01-14,cell-03,precipitation,GeoSphere,5.881640340204999
2024-01-14,cell-04,temperature,ERA5,11.981918510598792
2024-01-14,cell-04,precipitation,ERA5,3.7372125759172605
2024-01-14,cell-04,temperature,IMGW,10.08375279289747
2024-01-14,cell-04,precipitation,IMGW,1.353183224076103
2024-01-14,cell-04,temperature,DWD,10.944674320583317
2024-01-14,cell-04,precipitation,DWD,1.3836359097937174
2024-01-14,cell-04,temperature,GeoSphere,10.022387114575633
2024-01-14,cell-04,precipitation,GeoSphere,1.6299554872490316
2024-01-14,cell-05,temperature,ERA5,10.349257832803145
2024-01-14,cell-05,precipitation,ERA5,1.6569438001954118
2024-01-14,cell-05,temperature,IMGW,10.285692081460498
2024-01-14,cell-05,precipitation,IMGW,3.442945240668684
2024-01-14,cell-05,temperature,DWD,10.591624807839018
2024-01-14,cell-05,precipitation,DWD,2.6814266853692192
2024-01-14,cell-05,temperature,GeoSphere,10.401646495038886
2024-01-14,cell-05,precipitation,GeoSphere,2.1113496860301044
2024-01-14,cell-06,temperature,ERA5,9.56383765276783
2024-01-14,cell-06,precipitation,ERA5,0.0
2024-01-14,cell-06,temperature,IMGW,10.112596205035844
2024-01-14,cell-06,precipitation,IMGW,0.7060764201028168
2024-01-14,cell-06,temperature,DWD,10.425187136058561
2024-01-14,cell-06,precipitation,DWD,0.6726326776035069
2024-01-14,cell-06,temperature,GeoSphere,10.69691317397742
2024-01-14,cell-06,precipitation,GeoSphere,0.4042813858148026
2024-01-14,cell-07,temperature,ERA5,10.508450452016342
2024-01-14,cell-07,precipitation,ERA5,4.50386097145468
2024-01-14,cell-07,temperature,IMGW,10.959746295398176
2024-01-14,cell-07,precipitation,IMGW,3.588020696278585
2024-01-14,cell-07,temperature,DWD,10.190302240673393
2024-01-14,cell-07,precipitation,DWD,3.3482104719509946
2024-01-14,cell-07,temperature,GeoSphere,10.716143297898398
2024-01-14,cell-07,precipitation,GeoSphere,4.080319769670575
2024-01-15,cell-00,temperature,ERA5,10.164028160482513
2024-01-15,cell-00,precipitation,ERA5,3.9937204678476204
2024-01-15,cell-00,temperature,IMGW,10.122996528829285
2024-01-15,cell-00,precipitation,IMGW,1.9363180717212813
2024-01-15,cell-00,temperature,DWD,10.051459369288374
2024-01-15,cell-00,precipitation,DWD,2.2715401074595234
2024-01-15,cell-00,temperature,GeoSphere,9.959255864682751
2024-01-15,cell-00,precipitation,GeoSphere,2.542381405283947
2024-01-15,cell-01,temperature,ERA5,9.00468038340161
2024-01-15,cell-01,precipitation,ERA5,1.1279128473481308
2024-01-15,cell-01,temperature,IMGW,10.474996549205954
2024-01-15,cell-01,precipitation,IMGW,0.0
2024-01-15,cell-01,temperature,DWD,9.823969246232
2024-01-15,cell-01,precipitation,DWD,0.0
2024-01-15,cell-01,temperature,GeoSphere,9.579455288898277
2024-01-15,cell-01,precipitation,GeoSphere,0.5700807810996289
2024-01-15,cell-02,temperature,ERA5,10.922570325781386
2024-01-15,cell-02,precipitation,ERA5,9.507882312582332
2024-01-15,cell-02,temperature,IMGW,10.44131291357066
2024-01-15,cell-02,precipitation,IMGW,9.064273529388858
2024-01-15,cell-02,temperature,DWD,9.955656116529914
2024-01-15,cell-02,precipitation,DWD,9.30246080127086
2024-01-15,cell-02,temperature,GeoSphere,9.75530000603157
2024-01-15,cell-02,precipitation,GeoSphere,9.674492638902839
2024-01-15,cell-03,temperature,ERA5,11.532833283960922
2024-01-15,cell-03,precipitation,ERA5,3.893180512266728
2024-01-15,cell-03,temperature,IMGW,10.589980090530995
2024-01-15,cell-03,precipitation,IMGW,3.777650354038932
2024-01-15,cell-03,temperature,DWD,10.298933523797418
2024-01-15,cell-03,precipitation,DWD,3.8707560085715165
2024-01-15,cell-03,temperature,GeoSphere,11.006385880629024
2024-01-15,cell-03,precipitation,GeoSphere,4.32975377130929
2024-01-15,cell-04,temperature,ERA5,9.287936849758328
2024-01-15,cell-04,precipitation,ERA5,7.317498686497698
2024-01-15,cell-04,temperature,IMGW,10.471290915667714
2024-01-15,cell-04,precipitation,IMGW,6.6289893619433204
2024-01-15,cell-04,temperature,DWD,9.832864900259274
2024-01-15,cell-04,precipitation,DWD,6.529627041374718
