timestamp,cell,variable,reference_value,candidate_value,reference_source,candidate_source,difference
2024-02-03,cell-01,temperature,12.938139177471545,11.895292192339745,ERA5,DWD,-1.0428469851317992
2024-02-03,cell-01,precipitation,1.1692299890909608,1.8872497800229568,ERA5,DWD,0.7180197909319961
2024-02-03,cell-02,temperature,12.418420532052084,12.495818352589533,ERA5,DWD,0.07739782053744904
2024-02-03,cell-02,precipitation,0.0,0.6686670829224554,ERA5,DWD,0.6686670829224554
2024-02-03,cell-03,temperature,11.823640752046218,11.763653184410483,ERA5,DWD,-0.05998756763573532
2024-02-03,cell-03,precipitation,2.4942366792096466,3.424442691024251,ERA5,DWD,0.9302060118146045
2024-02-03,cell-04,temperature,12.802806181057946,12.211841023849875,ERA5,DWD,-0.5909651572080712
2024-02-03,cell-04,precipitation,2.747224587143393,3.5508577969781694,ERA5,DWD,0.8036332098347763
2024-02-03,cell-05,temperature,12.586314549892448,13.06121386102411,ERA5,DWD,0.4748993111316615
2024-02-03,cell-05,precipitation,3.391714974961981,3.4625983263531186,ERA5,DWD,0.07088335139113777
2024-02-03,cell-06,temperature,12.787546390600586,13.71123868680418,ERA5,DWD,0.923692296203594
2024-02-03,cell-06,precipitation,3.6494321083242323,1.8353559964808603,ERA5,DWD,-1.814076111843372
2024-02-03,cell-07,temperature,13.912176862212046,12.799328886965581,ERA5,DWD,-1.1128479752464653
2024-02-03,cell-07,precipitation,1.347138284499846,1.3199186933942908,ERA5,DWD,-0.027219591105555274
2024-02-04,cell-00,temperature,12.24982014760603,11.844379486188892,ERA5,DWD,-0.4054406614171384
2024-02-04,cell-00,precipitation,0.0,0.8779314994419679,ERA5,DWD,0.8779314994419679
2024-02-04,cell-01,temperature,12.815902332943232,12.31458035573162,ERA5,DWD,-0.501321977211612
2024-02-04,cell-01,precipitation,2.1339616472170517,3.250074174721486,ERA5,DWD,1.1161125275044341
2024-02-04,cell-02,temperature,11.884274880608913,12.332503622757478,ERA5,DWD,0.4482287421485651
2024-02-04,cell-02,precipitation,6.464121421191112,7.108565681454474,ERA5,DWD,0.644444260263362
2024-02-04,cell-03,temperature,12.806967477348925,12.390139410281146,ERA5,DWD,-0.41682806706777953
2024-02-04,cell-03,precipitation,0.5099500177558651,0.5200839693907353,ERA5,DWD,0.010133951634870186
2024-02-04,cell-04,temperature,12.688352047363974,13.303743764473845,ERA5,DWD,0.6153917171098708
2024-02-04,cell-04,precipitation,14.338518122333658,13.852138295455495,ERA5,DWD,-0.4863798268781636
2024-02-04,cell-05,temperature,12.145662981203884,12.769637995825251,ERA5,DWD,0.623975014621367
2024-02-04,cell-05,precipitation,4.849173307968782,4.564005536067839,ERA5,DWD,-0.28516777190094356
2024-02-04,cell-06,temperature,12.337438022579807,13.22592081140858,ERA5,DWD,0.8884827888287727
2024-02-04,cell-06,precipitation,0.7614418459625224,1.1837396771953599,ERA5,DWD,0.4222978312328375
2024-02-04,cell-07,temperature,14.126647535308813,13.810714607720145,ERA5,DWD,-0.3159329275886673
2024-02-04,cell-07,precipitation,0.3665592160160487,1.1856162966212171,ERA5,DWD,0.8190570806051685
2024-02-05,cell-00,temperature,12.396099942488569,12.043823745802714,ERA5,DWD,-0.35227619668585497
2024-02-05,cell-00,precipitation,1.6588831207775663,0.8793558889208803,ERA5,DWD,-0.7795272318566859
2024-02-05,cell-01,temperature,12.35266979905001,12.12690198275707,ERA5,DWD,-0.22576781629294018
2024-02-05,cell-01,precipitation,1.2208195680245675,0.5205907838527176,ERA5,DWD,-0.7002287841718499
2024-02-05,cell-02,temperature,12.684544343510998,12.793874702973941,ERA5,DWD,0.1093303594629429
2024-02-05,cell-02,precipitation,3.9270350251897588,4.961119871216206,ERA5,DWD,1.0340848460264471
2024-02-05,cell-03,temperature,12.884938833365554,12.379192417155563,ERA5,DWD,-0.5057464162099912
2024-02-05,cell-03,precipitation,18.722403276052326,19.908763322157323,ERA5,DWD,1.1863600461049977
2024-02-05,cell-04,temperature,12.359756931065844,11.945167857861636,ERA5,DWD,-0.41458907320420835
2024-02-05,cell-04,precipitation,2.968942177890156,3.2586584153573974,ERA5,DWD,0.2897162374672413
2024-02-05,cell-05,temperature,13.44915788665889,12.51193549927349,ERA5,DWD,-0.9372223873854004
2024-02-05,cell-05,precipitation,3.728664723501598,4.989222985630122,ERA5,DWD,1.2605582621285243
2024-02-05,cell-06,temperature,13.865781793972161,12.65930560315477,ERA5,DWD,-1.2064761908173907
2024-02-05,cell-06,precipitation,5.0392856770600325,4.070857942359982,ERA5,DWD,-0.9684277347000503
2024-02-05,cell-07,temperature,13.144827381211355,13.027288223330256,ERA5,DWD,-0.11753915788109914
2024-02-05,cell-07,precipitation,0.1858137753955893,0.49051524774822636,ERA5,DWD,0.30470147235263706
2024-02-06,cell-00,temperature,13.193404354342974,12.120141749764928,ERA5,DWD,-1.073262604578046
2024-02-06,cell-00,precipitation,0.18186786260994403,1.0505569265401564,ERA5,DWD,0.8686890639302124
2024-02-06,cell-01,temperature,12.23511542068385,11.932727302240652,ERA5,DWD,-0.3023881184431989
2024-02-06,cell-01,precipitation,3.413065613447912,3.8244686774633823,ERA5,DWD,0.4114030640154702
2024-02-06,cell-02,temperature,13.844794577969912,12.706533194626422,ERA5,DWD,-1.1382613833434903
2024-02-06,cell-02,precipitation,12.663379432485693,12.230555785178373,ERA5,DWD,-0.4328236473073197
2024-02-06,cell-03,temperature,13.960134915777068,12.869746787696347,ERA5,DWD,-1.090388128080722
2024-02-06,cell-03,precipitation,0.0,0.9362384518600058,ERA5,DWD,0.9362384518600058
2024-02-06,cell-04,temperature,12.973985355116517,12.209949715011362,ERA5,DWD,-0.7640356401051545
2024-02-06,cell-04,precipitation,6.475946332145989,5.5085910577006265,ERA5,DWD,-0.9673552744453628
2024-02-06,cell-05,temperature,14.073461575020842,13.720982880949963,ERA5,DWD,-0.3524786940708786
2024-02-06,cell-05,precipitation,2.095266584525703,1.9303177211291007,ERA5,DWD,-0.1649488633966023
2024-02-06,cell-06,temperature,12.858365044308304,12.767600648685043,ERA5,DWD,-0.09076439562326044
2024-02-06,cell-06,precipitation,3.7608190042062812,2.9359416658725355,ERA5,DWD,-0.8248773383337458
2024-02-06,cell-07,temperature,12.804315230707866,13.100204397056473,ERA5,DWD,0.29588916634860674
2024-02-06,cell-07,precipitation,2.6069730778780014,2.5537998740155894,ERA5,DWD,-0.05317320386241198
2024-02-07,cell-00,temperature,11.790719338298493,12.297989283571743,ERA5,DWD,0.5072699452732508
2024-02-07,cell-00,precipitation,2.1271413015980554,1.2398813428479214,ERA5,DWD,-0.887259958750134
2024-02-07,cell-01,temperature,12.436888046432372,12.898117735448592,ERA5,DWD,0.4612296890162195
2024-02-07,cell-01,precipitation,3.924493893722478,4.7314481857509225,ERA5,DWD,0.8069542920284447
2024-02-07,cell-02,temperature,12.220450618646547,12.515317407301492,ERA5,DWD,0.29486678865494476
2024-02-07,cell-02,precipitation,3.4745215957546574,3.8831447812686894,ERA5,DWD,0.4086231855140321
2024-02-07,cell-03,temperature,13.423771875708503,12.893333009109451,ERA5,DWD,-0.5304388665990523
2024-02-07,cell-03,precipitation,0.0,1.6562029529227664,ERA5,DWD,1.6562029529227664
2024-02-07,cell-04,temperature,13.158258440517045,12.865586147782176,ERA5,DWD,-0.29267229273486883
2024-02-07,cell-04,precipitation,1.2243223579646316,1.054848687028512,ERA5,DWD,-0.16947367093611954
2024-02-07,cell-05,temperature,13.593969734891779,12.715966837533745,ERA5,DWD,-0.8780028973580336
2024-02-07,cell-05,precipitation,1.8609822163212817,0.4105016713240718,ERA5,DWD,-1.4504805449972098
2024-02-07,cell-06,temperature,13.84636313908057,12.792165330780968,ERA5,DWD,-1.0541978082996017
2024-02-07,cell-06,precipitation,1.9657108164781874,2.3686497199441785,ERA5,DWD,0.40293890346599115
2024-02-07,cell-07,temperature,13.05848703730342,13.26279055720601,ERA5,DWD,0.20430351990258977
2024-02-07,cell-07,precipitation,0.5658621261002169,0.2202930053039185,ERA5,DWD,-0.3455691207962984
2024-02-08,cell-00,temperature,12.196701703442802,11.564329174324204,ERA5,DWD,-0.632372529118598
2024-02-08,cell-00,precipitation,0.0,0.23238473075982055,ERA5,DWD,0.23238473075982055
2024-02-08,cell-01,temperature,13.341994482637135,12.586221821535952,ERA5,DWD,-0.755772661101183
2024-02-08,cell-01,precipitation,1.2416565636523949,0.6658860205742282,ERA5,DWD,-0.5757705430781667
2024-02-08,cell-02,temperature,12.072398208425025,12.499563411898412,ERA5,DWD,0.42716520347338793
2024-02-08,cell-02,precipitation,3.9635668014783767,4.550241513792237,ERA5,DWD,0.5866747123138603
2024-02-08,cell-03,temperature,13.832428505069299,11.73834323688797,ERA5,DWD,-2.0940852681813293
2024-02-08,cell-03,precipitation,1.0469654224135634,0.607581401496172,ERA5,DWD,-0.43938402091739137
2024-02-08,cell-04,temperature,13.33123609093015,13.314953872158407,ERA5,DWD,-0.016282218771742407
2024-02-08,cell-04,precipitation,3.922662961299678,2.267887589778015,ERA5,DWD,-1.654775371521663
2024-02-08,cell-05,temperature,14.000633758960612,13.22300821686718,ERA5,DWD,-0.7776255420934319
2024-02-08,cell-05,precipitation,2.5594430247709754,3.3043664197868736,ERA5,DWD,0.7449233950158982
2024-02-08,cell-06,temperature,14.89784121349921,13.696474220430552,ERA5,DWD,-1.2013669930686586
2024-02-08,cell-06,precipitation,1.960326041677449,1.694004253317493,ERA5,DWD,-0.266321788359956
2024-02-08,cell-07,temperature,14.119401996072613,13.065542524080488,ERA5,DWD,-1.0538594719921246
2024-02-08,cell-07,precipitation,4.191517545666208,2.502899441416627,ERA5,DWD,-1.6886181042495814
2024-02-09,cell-00,temperature,11.904000615957033,12.935629919956646,ERA5,DWD,1.0316293039996136
2024-02-09,cell-00,precipitation,1.5401889483653388,1.7752438871340028,ERA5,DWD,0.235054938768664
2024-02-09,cell-01,temperature,12.83304903208793,12.097279488465295,ERA5,DWD,-0.7357695436226344
2024-02-09,cell-01,precipitation,0.703095209139879,2.3902591409890905,ERA5,DWD,1.6871639318492115
2024-02-09,cell-02,temperature,13.710519068330692,12.873524639757875,ERA5,DWD,-0.836994428572817
2024-02-09,cell-02,precipitation,6.626855837302871,5.474988663210738,ERA5,DWD,-1.1518671740921338
2024-02-09,cell-03,temperature,13.060756144579946,12.996065916678592,ERA5,DWD,-0.06469022790135348
2024-02-09,cell-03,precipitation,4.055871687113046,2.9709790044607183,ERA5,DWD,-1.084892682652328
2024-02-09,cell-04,temperature,12.968430315693045,12.96497827037313,ERA5,DWD,-0.0034520453199142764
2024-02-09,cell-04,precipitation,3.3403174161969065,2.180456313094032,ERA5,DWD,-1.1598611031028745
2024-02-09,cell-05,temperature,13.536618536106907,13.289796239091885,ERA5,DWD,-0.24682229701502223
2024-02-09,cell-05,precipitation,1.8901353151951266,1.66268056577515,ERA5,DWD,-0.22745474941997657
2024-02-09,cell-06,temperature,12.99673818419737,14.155418372190242,ERA5,DWD,1.1586801879928714
2024-02-09,cell-06,precipitation,3.4644416587050073,3.6813545542138613,ERA5,DWD,0.21691289550885395
2024-02-09,cell-07,temperature,13.52262133514505,13.893422641016178,ERA5,DWD,0.3708013058711277
2024-02-09,cell-07,precipitation,1.979975481389798,1.6274325310346225,ERA5,DWD,-0.3525429503551756
2024-02-10,cell-00,temperature,12.425075423947781,12.932216249255319,ERA5,DWD,0.5071408253075376
2024-02-10,cell-00,precipitation,0.06724077180804477,0.9470957948176073,ERA5,DWD,0.8798550230095625
2024-02-10,cell-01,temperature,13.067956718346489,13.281074048016086,ERA5,DWD,0.21311732966959696
2024-02-10,cell-01,precipitation,0.0,1.3460598683835268,ERA5,DWD,1.3460598683835268
2024-02-10,cell-02,temperature,13.464319288513977,13.047072905352755,ERA5,DWD,-0.4172463831612223
2024-02-10,cell-02,precipitation,4.627320751318641,4.725518278092224,ERA5,DWD,0.09819752677358284
2024-02-10,cell-03,temperature,13.326946986610002,13.138151870782119,ERA5,DWD,-0.1887951158278831
2024-02-10,cell-03,precipitation,11.643396350215863,10.905465518589908,ERA5,DWD,-0.7379308316259543
2024-02-10,cell-04,temperature,13.44270418458869,12.7662606889514,ERA5,DWD,-0.6764434956372902
2024-02-10,cell-04,precipitation,12.023478980918387,10.418059785566092,ERA5,DWD,-1.6054191953522956
2024-02-10,cell-05,temperature,13.844086576707706,13.006502923612441,ERA5,DWD,-0.8375836530952654
2024-02-10,cell-05,precipitation,6.399976568006228,8.145532338830812,ERA5,DWD,1.7455557708245832
2024-02-10,cell-06,temperature,14.459873032724833,13.500233070234524,ERA5,DWD,-0.9596399624903089
2024-02-10,cell-06,precipitation,0.0,0.0,ERA5,DWD,0.0
2024-02-10,cell-07,temperature,13.343301262978525,14.061962226810115,ERA5,DWD,0.7186609638315904
2024-02-10,cell-07,precipitation,12.257767161933694,10.76712222621845,ERA5,DWD,-1.4906449357152436
2024-02-11,cell-00,temperature,12.686527387327748,12.20064596627245,ERA5,DWD,-0.4858814210552982
2024-02-11,cell-00,precipitation,0.7474955085090018,1.5752456007186821,ERA5,DWD,0.8277500922096803
2024-02-11,cell-01,temperature,13.288599571537949,13.20670852327811,ERA5,DWD,-0.0818910482598394
2024-02-11,cell-01,precipitation,2.9996768131813356,1.9647435691957247,ERA5,DWD,-1.034933243985611
2024-02-11,cell-02,temperature,13.543169684444377,13.174398960738403,ERA5,DWD,-0.36877072370597475
2024-02-11,cell-02,precipitation,1.3102456471303148,0.097072710402196,ERA5,DWD,-1.2131729367281188
2024-02-11,cell-03,temperature,13.325883502123064,13.374262277639874,ERA5,DWD,0.04837877551680947
2024-02-11,cell-03,precipitation,3.3834943982802437,2.2894363819240007,ERA5,DWD,-1.094058016356243
2024-02-11,cell-04,temperature,13.615244651354239,12.801889895433478,ERA5,DWD,-0.813354755920761
2024-02-11,cell-04,precipitation,0.9121181483582319,1.4693194656984614,ERA5,DWD,0.5572013173402295
2024-02-11,cell-05,temperature,12.974590347288583,13.476098838134295,ERA5,DWD,0.5015084908457119
2024-02-11,cell-05,precipitation,3.490059632830303,1.7445229329145833,ERA5,DWD,-1.7455366999157196
2024-02-11,cell-06,temperature,14.031635175302867,13.342387173428934,ERA5,DWD,-0.6892480018739331
2024-02-11,cell-06,precipitation,0.951604653360097,0.9613908905773321,ERA5,DWD,0.009786237217235039
2024-02-11,cell-07,temperature,13.461548249286206,13.81929124939708,ERA5,DWD,0.3577430001108741
2024-02-11,cell-07,precipitation,3.4220688996245103,2.69293778576186,ERA5,DWD,-0.7291311138626502
2024-02-12,cell-00,temperature,13.212187371860086,12.506174732146466,ERA5,DWD,-0.7060126397136202
2024-02-12,cell-00,precipitation,2.870783034335262,2.5923198801984566,ERA5,DWD,-0.27846315413680545
2024-02-12,cell-01,temperature,14.079533431558076,12.510477167191151,ERA5,DWD,-1.5690562643669246
2024-02-12,cell-01,precipitation,1.0130453488857922,0.7045193183638365,ERA5,DWD,-0.3085260305219557
2024-02-12,cell-02,temperature,12.69560534566124,12.805821424454852,ERA5,DWD,0.11021607879361106
2024-02-12,cell-02,precipitation,1.4914264875948806,0.6409026305647878,ERA5,DWD,-0.8505238570300928
2024-02-12,cell-03,temperature,12.220303721100983,13.288288207645412,ERA5,DWD,1.0679844865444288
2024-02-12,cell-03,precipitation,0.1829007821085339,0.4900872546780932,ERA5,DWD,0.30718647256955933
2024-02-12,cell-04,temperature,13.405019244870005,13.77233572544398,ERA5,DWD,0.3673164805739759
2024-02-12,cell-04,precipitation,4.252558756271828,4.933907139271382,ERA5,DWD,0.6813483829995537
2024-02-12,cell-05,temperature,12.563134035182511,13.041729200960145,ERA5,DWD,0.4785951657776337
2024-02-12,cell-05,precipitation,0.0,0.0023760063787758023,ERA5,DWD,0.0023760063787758023
2024-02-12,cell-06,temperature,13.619255588864199,12.982009644716825,ERA5,DWD,-0.6372459441473737
2024-02-12,cell-06,precipitation,2.215919285293441,0.9782208567457771,ERA5,DWD,-1.2376984285476638
2024-02-12,cell-07,temperature,14.273344738200805,13.833304864351504,ERA5,DWD,-0.440039873849301
2024-02-12,cell-07,precipitation,2.0345464358243803,1.0404902920276518,ERA5,DWD,-0.9940561437967286
2024-02-13,cell-00,temperature,13.656814286616719,13.156254584687995,ERA5,DWD,-0.500559701928724
2024-02-13,cell-00,precipitation,0.8237683960877317,1.272421406584718,ERA5,DWD,0.44865301049698625
2024-02-13,cell-01,temperature,12.97206944157481,12.444526250199544,ERA5,DWD,-0.5275431913752655
2024-02-13,cell-01,precipitation,2.8348712544974513,1.5223103412906844,ERA5,DWD,-1.3125609132067668
2024-02-13,cell-02,temperature,13.551951628676884,12.392192573110425,ERA5,DWD,-1.1597590555664592
2024-02-13,cell-02,precipitation,7.620480023076708,7.640758686120139,ERA5,DWD,0.020278663043431067
2024-02-13,cell-03,temperature,13.001227331356077,13.106375867699732,ERA5,DWD,0.10514853634365551
2024-02-13,cell-03,precipitation,17.022337163357914,16.476104519989846,ERA5,DWD,-0.546232643368068
2024-02-13,cell-04,temperature,12.903638031716525,12.792657044934678,ERA5,DWD,-0.11098098678184698
2024-02-13,cell-04,precipitation,2.3285707792883907,1.0795912703987138,ERA5,DWD,-1.248979508889677
2024-02-13,cell-05,temperature,13.266954943878975,13.774726060815762,ERA5,DWD,0.5077711169367873
2024-02-13,cell-05,precipitation,3.686832961750239,3.5063684841216993,ERA5,DWD,-0.18046447762853957
2024-02-13,cell-06,temperature,14.320799217980362,13.467001430513271,ERA5,DWD,-0.8537977874670908
2024-02-13,cell-06,precipitation,2.6581693202517673,1.279162095184831,ERA5,DWD,-1.3790072250669363
2024-02-13,cell-07,temperature,13.30137955878423,14.314819259992998,ERA5,DWD,1.0134397012087675
2024-02-13,cell-07,precipitation,1.0392457741707617,0.09625324224197468,ERA5,DWD,-0.9429925319287871
2024-02-14,cell-00,temperature,12.140026871334971,12.527664297327398,ERA5,DWD,0.3876374259924269
2024-02-14,cell-00,precipitation,2.6045936529342075,0.0,ERA5,DWD,-2.6045936529342075
2024-02-14,cell-01,temperature,12.985548879663778,12.982530146688564,ERA5,DWD,-0.0030187329752138226
2024-02-14,cell-01,precipitation,0.25884424935035155,0.6451147591646014,ERA5,DWD,0.3862705098142498
2024-02-14,cell-02,temperature,14.066085097283963,12.882843097225278,ERA5,DWD,-1.1832420000586854
2024-02-14,cell-02,precipitation,1.2835932452123529,2.880804995342807,ERA5,DWD,1.5972117501304544
2024-02-14,cell-03,temperature,13.983989504875634,13.272147522326579,ERA5,DWD,-0.7118419825490552
2024-02-14,cell-03,precipitation,3.124382403215342,2.5841799067325706,ERA5,DWD,-0.5402024964827716
2024-02-14,cell-04,temperature,13.733207196653838,13.446084468837917,ERA5,DWD,-0.2871227278159214
2024-02-14,cell-04,precipitation,7.1001421331296335,6.872362168221409,ERA5,DWD,-0.22777996490822439
2024-02-14,cell-05,temperature,13.26862692967651,13.348104718583151,ERA5,DWD,0.07947778890664203
2024-02-14,cell-05,precipitation,6.867109431092502,5.50880082567138,ERA5,DWD,-1.3583086054211222
2024-02-14,cell-06,temperature,12.914077745850937,13.396567643979838,ERA5,DWD,0.4824898981289003
2024-02-14,cell-06,precipitation,1.5360379831462103,1.4266258751793304,ERA5,DWD,-0.10941210796687995
2024-02-14,cell-07,temperature,14.302070280034538,13.950533454950014,ERA5,DWD,-0.35153682508452455
2024-02-14,cell-07,precipitation,4.5522376104734965,4.2520288269578606,ERA5,DWD,-0.30020878351563596
2024-01-01,cell-00,temperature,8.922310481605175,7.786786723472926,ERA5,GeoSphere,-1.1355237581322486
2024-01-01,cell-00,precipitation,0.0,1.1666376241969378,ERA5,GeoSphere,1.1666376241969378
2024-01-01,cell-01,temperature,8.88943945954962,8.315310688938592,ERA5,GeoSphere,-0.5741287706110274
2024-01-01,cell-01,precipitation,1.9201878556404435,2.249467709145309,ERA5,GeoSphere,0.3292798535048653
2024-01-01,cell-02,temperature,8.625621459917456,8.500070561508652,ERA5,GeoSphere,-0.12555089840880385
2024-01-01,cell-02,precipitation,2.6633408185048104,1.8278963323895974,ERA5,GeoSphere,-0.835444486115213
2024-01-01,cell-03,temperature,8.553179606874755,8.17435176558072,ERA5,GeoSphere,-0.3788278412940347
2024-01-01,cell-03,precipitation,3.5505825967145572,4.337447313975527,ERA5,GeoSphere,0.7868647172609702
2024-01-01,cell-04,temperature,9.13867426853169,8.671862099612373,ERA5,GeoSphere,-0.46681216891931676
2024-01-01,cell-04,precipitation,3.7013631887649807,2.755747201768022,ERA5,GeoSphere,-0.9456159869969589
2024-01-01,cell-05,temperature,8.459434205150725,9.092490530672618,ERA5,GeoSphere,0.6330563255218937
2024-01-01,cell-05,precipitation,2.8075239246765076,2.258613967848136,ERA5,GeoSphere,-0.5489099568283717
2024-01-01,cell-06,temperature,9.135907174377264,9.322639420096065,ERA5,GeoSphere,0.18673224571880098
2024-01-01,cell-06,precipitation,0.442669067751702,1.278615382660834,ERA5,GeoSphere,0.835946314909132
2024-01-01,cell-07,temperature,9.83861184262766,9.163335048938308,ERA5,GeoSphere,-0.6752767936893527
2024-01-01,cell-07,precipitation,3.7438851570777247,4.256115445776109,ERA5,GeoSphere,0.512230288698384
2024-01-02,cell-00,temperature,8.4026272599409,7.887689030383463,ERA5,GeoSphere,-0.514938229557437
2024-01-02,cell-00,precipitation,3.37327757811808,3.8721286568540054,ERA5,GeoSphere,0.4988510787359255
2024-01-02,cell-01,temperature,8.137826100828903,8.48871477425264,ERA5,GeoSphere,0.35088867342373753
2024-01-02,cell-01,precipitation,2.4039768690352172,0.7520062373548178,ERA5,GeoSphere,-1.6519706316803995
2024-01-02,cell-02,temperature,7.877440616447517,8.526423083360264,ERA5,GeoSphere,0.6489824669127469
2024-01-02,cell-02,precipitation,3.207412990243874,2.520277737138022,ERA5,GeoSphere,-0.6871352531058523
2024-01-02,cell-03,temperature,9.489170929926583,8.598220894882916,ERA5,GeoSphere,-0.8909500350436677
2024-01-02,cell-03,precipitation,3.4150877199586667,2.288026969994828,ERA5,GeoSphere,-1.1270607499638388
2024-01-02,cell-04,temperature,8.557397279668821,8.641499196841616,ERA5,GeoSphere,0.08410191717279503
2024-01-02,cell-04,precipitation,2.324576488089048,0.8437499594035915,ERA5,GeoSphere,-1.4808265286854563
2024-01-02,cell-05,temperature,8.926172866170734,8.487656266571955,ERA5,GeoSphere,-0.4385165995987794
2024-01-02,cell-05,precipitation,0.9378939451823771,0.7217256302389918,ERA5,GeoSphere,-0.2161683149433853
2024-01-02,cell-06,temperature,10.078517665092166,8.927610044821911,ERA5,GeoSphere,-1.1509076202702548
2024-01-02,cell-06,precipitation,9.135604804293564,9.9309852289217,ERA5,GeoSphere,0.7953804246281369
2024-01-02,cell-07,temperature,9.348093423995678,8.764291779231982,ERA5,GeoSphere,-0.583801644763696
2024-01-02,cell-07,precipitation,5.44154909482062,5.477981085558013,ERA5,GeoSphere,0.036431990737392894
2024-01-03,cell-00,temperature,8.992556523382959,9.190356809599784,ERA5,GeoSphere,0.19780028621682533
2024-01-03,cell-00,precipitation,4.108746140242442,2.9386264800616906,ERA5,GeoSphere,-1.170119660180751
2024-01-03,cell-01,temperature,9.546440193524262,8.470521656996956,ERA5,GeoSphere,-1.0759185365273058
2024-01-03,cell-01,precipitation,0.3456603305501056,0.21203295861745963,ERA5,GeoSphere,-0.13362737193264596
2024-01-03,cell-02,temperature,9.76479011786912,8.186777945054226,ERA5,GeoSphere,-1.5780121728148941
2024-01-03,cell-02,precipitation,2.2467329117660433,1.6185672647515217,ERA5,GeoSphere,-0.6281656470145216
2024-01-03,cell-03,temperature,8.984037063405427,8.705414435104094,ERA5,GeoSphere,-0.2786226283013331
2024-01-03,cell-03,precipitation,4.979754427808782,4.963616759740237,ERA5,GeoSphere,-0.016137668068544997
2024-01-03,cell-04,temperature,8.461327271031433,8.856973840594435,ERA5,GeoSphere,0.39564656956300226
2024-01-03,cell-04,precipitation,3.2370679997804626,2.3046373553601343,ERA5,GeoSphere,-0.9324306444203283
2024-01-03,cell-05,temperature,8.798905384033178,8.73960278286284,ERA5,GeoSphere,-0.059302601170337255
2024-01-03,cell-05,precipitation,2.773256934288073,3.2229722021377603,ERA5,GeoSphere,0.4497152678496872
2024-01-03,cell-06,temperature,8.382580925259772,9.149196712445287,ERA5,GeoSphere,0.7666157871855148
2024-01-03,cell-06,precipitation,0.0,1.2470062741933674,ERA5,GeoSphere,1.2470062741933674
2024-01-03,cell-07,temperature,9.836177814076873,9.441804423731549,ERA5,GeoSphere,-0.3943733903453239
2024-01-03,cell-07,precipitation,1.65705907595353,1.616829386274731,ERA5,GeoSphere,-0.04022968967879903
2024-01-04,cell-00,temperature,8.934287040531286,9.30104933246543,ERA5,GeoSphere,0.366762291934144
2024-01-04,cell-00,precipitation,5.858763471371268,6.539068207838314,ERA5,GeoSphere,0.680304736467046
2024-01-04,cell-01,temperature,9.038259497064377,9.020933604066185,ERA5,GeoSphere,-0.017325892998192316
2024-01-04,cell-01,precipitation,0.12932515490431173,1.2767940555608566,ERA5,GeoSphere,1.1474689006565448
2024-01-04,cell-02,temperature,8.783354952611438,7.573921326125988,ERA5,GeoSphere,-1.20943362648545
2024-01-04,cell-02,precipitation,1.312115562912877,1.3619074925910406,ERA5,GeoSphere,0.049791929678163704
2024-01-04,cell-03,temperature,8.044770996226184,8.963336903422302,ERA5,GeoSphere,0.9185659071961183
2024-01-04,cell-03,precipitation,3.600950685916691,2.6682475250079394,ERA5,GeoSphere,-0.9327031609087517
2024-01-04,cell-04,temperature,10.390448979608065,8.951749473748412,ERA5,GeoSphere,-1.4386995058596526
2024-01-04,cell-04,precipitation,8.158151897026208,7.04308502119307,ERA5,GeoSphere,-1.1150668758331381
2024-01-04,cell-05,temperature,9.8803806284742,8.57447760875449,ERA5,GeoSphere,-1.3059030197197092
2024-01-04,cell-05,precipitation,5.543142676777416,5.589912978624995,ERA5,GeoSphere,0.046770301847579354
2024-01-04,cell-06,temperature,9.871333209127314,9.375499831233286,ERA5,GeoSphere,-0.49583337789402826
2024-01-04,cell-06,precipitation,0.8676133047207264,2.00741294921708,ERA5,GeoSphere,1.1397996444963536
2024-01-04,cell-07,temperature,10.03991178760884,9.192084093215167,ERA5,GeoSphere,-0.8478276943936738
2024-01-04,cell-07,precipitation,0.4958650416794784,0.8008572898318793,ERA5,GeoSphere,0.3049922481524009
2024-01-05,cell-00,temperature,9.334234708634408,8.549227411665038,ERA5,GeoSphere,-0.7850072969693702
2024-01-05,cell-00,precipitation,6.105476861278858,4.974540744013497,ERA5,GeoSphere,-1.1309361172653611
2024-01-05,cell-01,temperature,8.907039890779211,8.792637661599988,ERA5,GeoSphere,-0.11440222917922327
2024-01-05,cell-01,precipitation,7.090489545137344,6.358239059271503,ERA5,GeoSphere,-0.7322504858658414
2024-01-05,cell-02,temperature,10.775950299354498,9.560605044376544,ERA5,GeoSphere,-1.2153452549779544
2024-01-05,cell-02,precipitation,4.940883867211063,4.202354425839862,ERA5,GeoSphere,-0.7385294413712016
2024-01-05,cell-03,temperature,9.307051338706056,8.642012652012443,ERA5,GeoSphere,-0.6650386866936131
2024-01-05,cell-03,precipitation,0.828533153125534,0.5056446958866782,ERA5,GeoSphere,-0.32288845723885584
2024-01-05,cell-04,temperature,9.740995106035287,9.242386067415156,ERA5,GeoSphere,-0.4986090386201312
2024-01-05,cell-04,precipitation,3.3536438190016726,3.057592556941051,ERA5,GeoSphere,-0.2960512620606215
2024-01-05,cell-05,temperature,8.282959988047962,9.270193284007785,ERA5,GeoSphere,0.9872332959598236
2024-01-05,cell-05,precipitation,1.0977535165769563,2.2774294544540044,ERA5,GeoSphere,1.179675937877048
2024-01-05,cell-06,temperature,9.529314628533767,9.49196962253961,ERA5,GeoSphere,-0.037345005994156466
